19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,240,241,19,19,19,19,19,142,146,19,19,19,19,19,19,240,241,242,243,244,245,19,19,146,142,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,67,67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,67,19,19,19,270,271,272,273,274,275,276,277,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,146,146,19,19,19,19,19,19,19,19,146,146,19,19,19,19,19,290,291,292,293,294,295,296,297,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,67,146,19,19,19,19,19,19,19,67,67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
268,269,270,271,272,273,274,275,276,277,19,19,19,19,19,19,67,67,146,146,19,19,146,146,19,19,19,19,19,19,19,19,19,19,142,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
288,289,290,291,292,293,294,295,296,297,19,19,19,19,19,19,19,19,67,67,19,19,67,67,19,19,19,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,19,19,19,96,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,146,146,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,19,67,67,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,67,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,67,67,19,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,146,146,19,19,19,107,107,19,19,19,19,19,19,67,67,19,19,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,146,19,19,19,19,19,19,19,19,19,19,67,67,19,19,19,107,107,19,19,19,19,19,67,67,19,19,19,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,146,146,19,19,19,19,19,107,107,19,19,19,19,67,67,19,19,19,19,107,19,19,19,19
19,19,19,19,19,146,142,146,19,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,67,67,19,19,19,19,19,107,107,19,19,19,67,67,19,19,19,19,19,107,19,19,19,19
19,19,19,19,19,67,67,67,19,19,19,19,19,19,19,67,19,19,67,19,19,19,19,19,146,146,19,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,19,19,19,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,19,19,67,67,19,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,19,19,19,107,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,107,107,19,19,19,19,19,19,19,19,19,19,107,19,19,19,19
251,252,253,254,255,19,19,19,19,19,19,19,19,19,19,19,146,142,19,19,228,229,230,231,232,233,234,67,19,19,236,-1,-1,107,107,19,19,139,139,139,139,139,139,19,19,107,19,19,19,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,67,67,19,19,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0
